transaction_id,card_number,transaction_date,transaction_timestamp,merchant_name,category,amount,currency,status,description,created_at,updated_at
TXN_000250,****-****-****-7580,2025-04-25,2025-04-25T09:57:20.765209,STARBUCKS,HEALTHCARE,30.11,USD,COMPLETED,Purchase at STARBUCKS,2025-10-15T09:57:20.768225,2025-10-15T09:57:20.768225
TXN_000251,****-****-****-2204,2025-05-15,2025-05-15T09:57:20.765209,SUBWAY,HEALTHCARE,5.69,USD,COMPLETED,Purchase at SUBWAY,2025-10-15T09:57:20.768225,2025-10-15T09:57:20.768225
TXN_000252,****-****-****-2076,2025-07-09,2025-07-09T09:57:20.765209,SAFEWAY,RESTAURANTS,50.29,USD,COMPLETED,Purchase at SAFEWAY,2025-10-15T09:57:20.768225,2025-10-15T09:57:20.768225
TXN_000253,****-****-****-6327,2025-09-24,2025-09-24T09:57:20.765209,KROGER,EDUCATION,167.7,USD,COMPLETED,Purchase at KROGER,2025-10-15T09:57:20.768225,2025-10-15T09:57:20.768225
TXN_000254,****-****-****-8433,2025-09-17,2025-09-17T09:57:20.765209,PIZZA HUT,SHOPPING,56.4,USD,COMPLETED,Purchase at PIZZA HUT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000255,****-****-****-4522,2025-08-06,2025-08-06T09:57:20.765209,WALMART,GAS,4.4,USD,COMPLETED,Purchase at WALMART,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000256,****-****-****-8430,2025-06-15,2025-06-15T09:57:20.765209,HOME DEPOT,UTILITIES,12.38,USD,COMPLETED,Purchase at HOME DEPOT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000257,****-****-****-6120,2025-05-12,2025-05-12T09:57:20.765209,GOOGLE PLAY,TRANSPORTATION,71.3,USD,COMPLETED,Purchase at GOOGLE PLAY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000258,****-****-****-2099,2025-07-22,2025-07-22T09:57:20.765209,TARGET,HEALTHCARE,9.9,USD,COMPLETED,Purchase at TARGET,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000259,****-****-****-2582,2025-05-09,2025-05-09T09:57:20.765209,SHELL,TRANSPORTATION,31.31,USD,COMPLETED,Purchase at SHELL,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000260,****-****-****-1982,2025-07-22,2025-07-22T09:57:20.765209,TARGET,EDUCATION,43.58,USD,COMPLETED,Purchase at TARGET,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000261,****-****-****-3002,2025-09-08,2025-09-08T09:57:20.765209,DOMINOS,UTILITIES,7.95,USD,COMPLETED,Purchase at DOMINOS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000262,****-****-****-5712,2025-10-05,2025-10-05T09:57:20.765209,HOME DEPOT,GROCERIES,18.92,USD,COMPLETED,Purchase at HOME DEPOT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000263,****-****-****-9313,2025-07-17,2025-07-17T09:57:20.765209,WALMART,TRAVEL,0.79,USD,COMPLETED,Purchase at WALMART,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000264,****-****-****-2773,2025-10-03,2025-10-03T09:57:20.765209,SUBWAY,ENTERTAINMENT,7.21,USD,COMPLETED,Purchase at SUBWAY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000265,****-****-****-5564,2025-09-07,2025-09-07T09:57:20.765209,MICROSOFT,GAS,15.6,USD,COMPLETED,Purchase at MICROSOFT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000266,****-****-****-1430,2025-08-05,2025-08-05T09:57:20.765209,DOMINOS,TRAVEL,5.77,USD,COMPLETED,Purchase at DOMINOS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000267,****-****-****-3955,2025-10-03,2025-10-03T09:57:20.765209,LYFT,GROCERIES,102.76,USD,COMPLETED,Purchase at LYFT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000268,****-****-****-1100,2025-07-06,2025-07-06T09:57:20.765209,GOOGLE PLAY,UTILITIES,4.81,USD,COMPLETED,Purchase at GOOGLE PLAY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000269,****-****-****-2140,2025-05-24,2025-05-24T09:57:20.765209,KROGER,TRANSPORTATION,12.94,USD,COMPLETED,Purchase at KROGER,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000270,****-****-****-9691,2025-09-27,2025-09-27T09:57:20.765209,AMAZON.COM,GAS,22.89,USD,COMPLETED,Purchase at AMAZON.COM,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000271,****-****-****-3578,2025-08-03,2025-08-03T09:57:20.765209,MCDONALDS,UTILITIES,84.88,USD,COMPLETED,Purchase at MCDONALDS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000272,****-****-****-2391,2025-07-10,2025-07-10T09:57:20.765209,KROGER,TRAVEL,4.78,USD,COMPLETED,Purchase at KROGER,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000273,****-****-****-1815,2025-05-27,2025-05-27T09:57:20.765209,NETFLIX,TRAVEL,64.27,USD,COMPLETED,Purchase at NETFLIX,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000274,****-****-****-8957,2025-06-26,2025-06-26T09:57:20.765209,MCDONALDS,TRANSPORTATION,20.29,USD,COMPLETED,Purchase at MCDONALDS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000275,****-****-****-9394,2025-08-02,2025-08-02T09:57:20.765209,LYFT,ENTERTAINMENT,7.53,USD,COMPLETED,Purchase at LYFT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000276,****-****-****-8972,2025-08-06,2025-08-06T09:57:20.765209,WALMART,SHOPPING,31.88,USD,COMPLETED,Purchase at WALMART,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000277,****-****-****-7475,2025-07-05,2025-07-05T09:57:20.765209,STARBUCKS,ENTERTAINMENT,24.51,USD,PENDING,Purchase at STARBUCKS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000278,****-****-****-5938,2025-05-02,2025-05-02T09:57:20.765209,AMAZON.COM,ENTERTAINMENT,11.02,USD,DECLINED,Purchase at AMAZON.COM,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000279,****-****-****-6375,2025-05-23,2025-05-23T09:57:20.765209,LYFT,SHOPPING,21.54,USD,COMPLETED,Purchase at LYFT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000280,****-****-****-3116,2025-08-23,2025-08-23T09:57:20.765209,HOME DEPOT,RESTAURANTS,13.66,USD,COMPLETED,Purchase at HOME DEPOT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000281,****-****-****-6802,2025-10-15,2025-10-15T09:57:20.765209,UBER,EDUCATION,22.5,USD,COMPLETED,Purchase at UBER,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000282,****-****-****-8532,2025-04-28,2025-04-28T09:57:20.765209,HOME DEPOT,GROCERIES,38.94,USD,DECLINED,Purchase at HOME DEPOT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000283,****-****-****-7626,2025-07-07,2025-07-07T09:57:20.765209,KROGER,TRANSPORTATION,98.1,USD,COMPLETED,Purchase at KROGER,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000284,****-****-****-7636,2025-08-02,2025-08-02T09:57:20.765209,APPLE.COM,GAS,5.83,USD,COMPLETED,Purchase at APPLE.COM,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000285,****-****-****-8538,2025-07-10,2025-07-10T09:57:20.765209,NETFLIX,TRAVEL,169.53,USD,COMPLETED,Purchase at NETFLIX,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000286,****-****-****-2734,2025-07-19,2025-07-19T09:57:20.765209,SHELL,TRANSPORTATION,2.85,USD,COMPLETED,Purchase at SHELL,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000287,****-****-****-2288,2025-09-15,2025-09-15T09:57:20.765209,COSTCO,EDUCATION,17.26,USD,COMPLETED,Purchase at COSTCO,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000288,****-****-****-6456,2025-07-06,2025-07-06T09:57:20.765209,GOOGLE PLAY,ENTERTAINMENT,36.17,USD,COMPLETED,Purchase at GOOGLE PLAY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000289,****-****-****-9693,2025-05-07,2025-05-07T09:57:20.765209,PIZZA HUT,GAS,26.6,USD,COMPLETED,Purchase at PIZZA HUT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000290,****-****-****-4871,2025-07-16,2025-07-16T09:57:20.765209,MICROSOFT,RESTAURANTS,10.78,USD,COMPLETED,Purchase at MICROSOFT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000291,****-****-****-3504,2025-06-22,2025-06-22T09:57:20.765209,SPOTIFY,RESTAURANTS,16.31,USD,COMPLETED,Purchase at SPOTIFY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000292,****-****-****-9095,2025-10-02,2025-10-02T09:57:20.765209,SHELL,RESTAURANTS,12.27,USD,COMPLETED,Purchase at SHELL,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000293,****-****-****-6295,2025-09-09,2025-09-09T09:57:20.765209,KROGER,HEALTHCARE,11.14,USD,COMPLETED,Purchase at KROGER,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000294,****-****-****-8205,2025-09-25,2025-09-25T09:57:20.765209,GOOGLE PLAY,RESTAURANTS,46.97,USD,COMPLETED,Purchase at GOOGLE PLAY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000295,****-****-****-1920,2025-08-09,2025-08-09T09:57:20.765209,APPLE.COM,SHOPPING,28.7,USD,COMPLETED,Purchase at APPLE.COM,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000296,****-****-****-8404,2025-05-06,2025-05-06T09:57:20.765209,APPLE.COM,HEALTHCARE,10.05,USD,COMPLETED,Purchase at APPLE.COM,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000297,****-****-****-2479,2025-07-21,2025-07-21T09:57:20.765209,APPLE.COM,GAS,49.38,USD,COMPLETED,Purchase at APPLE.COM,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000298,****-****-****-1672,2025-08-25,2025-08-25T09:57:20.765209,COSTCO,HEALTHCARE,27.31,USD,COMPLETED,Purchase at COSTCO,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000299,****-****-****-8792,2025-09-11,2025-09-11T09:57:20.765209,SPOTIFY,UTILITIES,45.28,USD,COMPLETED,Purchase at SPOTIFY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000300,****-****-****-6626,2025-05-03,2025-05-03T09:57:20.765209,MCDONALDS,GAS,37.7,USD,PENDING,Purchase at MCDONALDS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000301,****-****-****-1641,2025-05-09,2025-05-09T09:57:20.765209,PIZZA HUT,RESTAURANTS,8.77,USD,COMPLETED,Purchase at PIZZA HUT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000302,****-****-****-9564,2025-08-08,2025-08-08T09:57:20.765209,MCDONALDS,EDUCATION,11.47,USD,COMPLETED,Purchase at MCDONALDS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000303,****-****-****-7347,2025-07-20,2025-07-20T09:57:20.765209,MICROSOFT,SHOPPING,42.41,USD,COMPLETED,Purchase at MICROSOFT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000304,****-****-****-6482,2025-07-13,2025-07-13T09:57:20.765209,SAFEWAY,GROCERIES,36.98,USD,COMPLETED,Purchase at SAFEWAY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000305,****-****-****-5655,2025-05-12,2025-05-12T09:57:20.765209,DOMINOS,TRANSPORTATION,19.67,USD,COMPLETED,Purchase at DOMINOS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000306,****-****-****-6461,2025-10-03,2025-10-03T09:57:20.765209,SAFEWAY,RESTAURANTS,22.59,USD,COMPLETED,Purchase at SAFEWAY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000307,****-****-****-6082,2025-10-04,2025-10-04T09:57:20.765209,TARGET,UTILITIES,72.07,USD,DECLINED,Purchase at TARGET,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000308,****-****-****-2388,2025-10-13,2025-10-13T09:57:20.765209,COSTCO,RESTAURANTS,11.12,USD,COMPLETED,Purchase at COSTCO,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000309,****-****-****-9624,2025-07-23,2025-07-23T09:57:20.765209,GOOGLE PLAY,RESTAURANTS,34.71,USD,COMPLETED,Purchase at GOOGLE PLAY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000310,****-****-****-6928,2025-10-06,2025-10-06T09:57:20.765209,HOME DEPOT,EDUCATION,16.41,USD,COMPLETED,Purchase at HOME DEPOT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000311,****-****-****-6598,2025-07-06,2025-07-06T09:57:20.765209,NETFLIX,ENTERTAINMENT,16.16,USD,DECLINED,Purchase at NETFLIX,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000312,****-****-****-3253,2025-08-20,2025-08-20T09:57:20.765209,SPOTIFY,ENTERTAINMENT,60.27,USD,COMPLETED,Purchase at SPOTIFY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000313,****-****-****-9843,2025-07-02,2025-07-02T09:57:20.765209,WALMART,EDUCATION,45.85,USD,COMPLETED,Purchase at WALMART,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000314,****-****-****-3147,2025-08-30,2025-08-30T09:57:20.765209,STARBUCKS,UTILITIES,45.31,USD,COMPLETED,Purchase at STARBUCKS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000315,****-****-****-3712,2025-05-27,2025-05-27T09:57:20.765209,NETFLIX,RESTAURANTS,74.1,USD,COMPLETED,Purchase at NETFLIX,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000316,****-****-****-4891,2025-04-29,2025-04-29T09:57:20.765209,HOME DEPOT,UTILITIES,20.51,USD,DECLINED,Purchase at HOME DEPOT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000317,****-****-****-4833,2025-09-21,2025-09-21T09:57:20.765209,APPLE.COM,HEALTHCARE,39.72,USD,COMPLETED,Purchase at APPLE.COM,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000318,****-****-****-7026,2025-07-06,2025-07-06T09:57:20.765209,SUBWAY,ENTERTAINMENT,14.73,USD,COMPLETED,Purchase at SUBWAY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000319,****-****-****-5616,2025-09-11,2025-09-11T09:57:20.765209,MCDONALDS,HEALTHCARE,27.78,USD,COMPLETED,Purchase at MCDONALDS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000320,****-****-****-3655,2025-08-24,2025-08-24T09:57:20.765209,PIZZA HUT,TRANSPORTATION,17.63,USD,COMPLETED,Purchase at PIZZA HUT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000321,****-****-****-1854,2025-09-19,2025-09-19T09:57:20.765209,TARGET,SHOPPING,22.13,USD,COMPLETED,Purchase at TARGET,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000322,****-****-****-9452,2025-07-22,2025-07-22T09:57:20.765209,DOMINOS,GAS,36.42,USD,COMPLETED,Purchase at DOMINOS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000323,****-****-****-5469,2025-06-29,2025-06-29T09:57:20.765209,SHELL,RESTAURANTS,8.86,USD,COMPLETED,Purchase at SHELL,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000324,****-****-****-2502,2025-08-27,2025-08-27T09:57:20.765209,TARGET,TRANSPORTATION,162.78,USD,DECLINED,Purchase at TARGET,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000325,****-****-****-1436,2025-06-13,2025-06-13T09:57:20.765209,MCDONALDS,UTILITIES,7.34,USD,COMPLETED,Purchase at MCDONALDS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000326,****-****-****-4862,2025-07-28,2025-07-28T09:57:20.765209,PIZZA HUT,UTILITIES,5.96,USD,COMPLETED,Purchase at PIZZA HUT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000327,****-****-****-1461,2025-05-08,2025-05-08T09:57:20.765209,MICROSOFT,ENTERTAINMENT,63.95,USD,COMPLETED,Purchase at MICROSOFT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000328,****-****-****-3254,2025-05-13,2025-05-13T09:57:20.765209,GOOGLE PLAY,RESTAURANTS,44.33,USD,COMPLETED,Purchase at GOOGLE PLAY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000329,****-****-****-8349,2025-08-16,2025-08-16T09:57:20.765209,TARGET,HEALTHCARE,37.49,USD,COMPLETED,Purchase at TARGET,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000330,****-****-****-4533,2025-05-08,2025-05-08T09:57:20.765209,AMAZON.COM,SHOPPING,37.65,USD,COMPLETED,Purchase at AMAZON.COM,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000331,****-****-****-7934,2025-09-05,2025-09-05T09:57:20.765209,SAFEWAY,EDUCATION,19.84,USD,COMPLETED,Purchase at SAFEWAY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000332,****-****-****-2996,2025-06-30,2025-06-30T09:57:20.765209,UBER,SHOPPING,8.19,USD,COMPLETED,Purchase at UBER,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000333,****-****-****-2029,2025-08-03,2025-08-03T09:57:20.765209,SAFEWAY,HEALTHCARE,21.67,USD,COMPLETED,Purchase at SAFEWAY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000334,****-****-****-1269,2025-08-23,2025-08-23T09:57:20.765209,SAFEWAY,EDUCATION,10.2,USD,COMPLETED,Purchase at SAFEWAY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000335,****-****-****-5772,2025-09-12,2025-09-12T09:57:20.765209,UBER,RESTAURANTS,53.26,USD,COMPLETED,Purchase at UBER,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000336,****-****-****-7825,2025-09-22,2025-09-22T09:57:20.765209,MICROSOFT,ENTERTAINMENT,17.34,USD,COMPLETED,Purchase at MICROSOFT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000337,****-****-****-6908,2025-10-06,2025-10-06T09:57:20.765209,SHELL,EDUCATION,8.8,USD,COMPLETED,Purchase at SHELL,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000338,****-****-****-9316,2025-08-30,2025-08-30T09:57:20.765209,DOMINOS,EDUCATION,14.56,USD,COMPLETED,Purchase at DOMINOS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000339,****-****-****-7338,2025-07-26,2025-07-26T09:57:20.765209,SUBWAY,GROCERIES,30.35,USD,PENDING,Purchase at SUBWAY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000340,****-****-****-2106,2025-06-21,2025-06-21T09:57:20.765209,AMAZON.COM,UTILITIES,11.43,USD,COMPLETED,Purchase at AMAZON.COM,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000341,****-****-****-6447,2025-10-03,2025-10-03T09:57:20.765209,WALMART,TRAVEL,8.83,USD,COMPLETED,Purchase at WALMART,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000342,****-****-****-3868,2025-07-17,2025-07-17T09:57:20.765209,DOMINOS,UTILITIES,25.63,USD,COMPLETED,Purchase at DOMINOS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000343,****-****-****-3986,2025-10-10,2025-10-10T09:57:20.765209,MCDONALDS,HEALTHCARE,25.66,USD,COMPLETED,Purchase at MCDONALDS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000344,****-****-****-5807,2025-05-04,2025-05-04T09:57:20.765209,MCDONALDS,GROCERIES,12.1,USD,COMPLETED,Purchase at MCDONALDS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000345,****-****-****-6080,2025-06-08,2025-06-08T09:57:20.765209,STARBUCKS,UTILITIES,12.54,USD,COMPLETED,Purchase at STARBUCKS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000346,****-****-****-1599,2025-09-04,2025-09-04T09:57:20.765209,SUBWAY,SHOPPING,25.33,USD,COMPLETED,Purchase at SUBWAY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000347,****-****-****-1783,2025-06-05,2025-06-05T09:57:20.765209,APPLE.COM,UTILITIES,4.72,USD,COMPLETED,Purchase at APPLE.COM,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000348,****-****-****-7029,2025-07-11,2025-07-11T09:57:20.765209,LYFT,GAS,4.92,USD,COMPLETED,Purchase at LYFT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000349,****-****-****-6554,2025-07-29,2025-07-29T09:57:20.765209,MCDONALDS,TRANSPORTATION,9.79,USD,DECLINED,Purchase at MCDONALDS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000350,****-****-****-9507,2025-08-23,2025-08-23T09:57:20.765209,SUBWAY,UTILITIES,16.22,USD,COMPLETED,Purchase at SUBWAY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000351,****-****-****-8055,2025-05-09,2025-05-09T09:57:20.765209,HOME DEPOT,GAS,27.41,USD,COMPLETED,Purchase at HOME DEPOT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000352,****-****-****-6262,2025-06-03,2025-06-03T09:57:20.765209,DOMINOS,SHOPPING,87.83,USD,COMPLETED,Purchase at DOMINOS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000353,****-****-****-8305,2025-07-10,2025-07-10T09:57:20.765209,APPLE.COM,SHOPPING,47.35,USD,COMPLETED,Purchase at APPLE.COM,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000354,****-****-****-6759,2025-08-05,2025-08-05T09:57:20.765209,NETFLIX,HEALTHCARE,17.12,USD,COMPLETED,Purchase at NETFLIX,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000355,****-****-****-5498,2025-07-17,2025-07-17T09:57:20.765209,SAFEWAY,TRANSPORTATION,19.71,USD,COMPLETED,Purchase at SAFEWAY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000356,****-****-****-6952,2025-05-02,2025-05-02T09:57:20.765209,SHELL,TRANSPORTATION,7.37,USD,COMPLETED,Purchase at SHELL,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000357,****-****-****-3339,2025-10-08,2025-10-08T09:57:20.765209,NETFLIX,GROCERIES,19.72,USD,COMPLETED,Purchase at NETFLIX,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000358,****-****-****-3068,2025-10-08,2025-10-08T09:57:20.765209,MCDONALDS,GROCERIES,15.05,USD,COMPLETED,Purchase at MCDONALDS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000359,****-****-****-7272,2025-09-30,2025-09-30T09:57:20.765209,MICROSOFT,UTILITIES,27.74,USD,DECLINED,Purchase at MICROSOFT,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000360,****-****-****-8371,2025-04-26,2025-04-26T09:57:20.765209,SAFEWAY,RESTAURANTS,8.78,USD,DECLINED,Purchase at SAFEWAY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000361,****-****-****-3255,2025-07-22,2025-07-22T09:57:20.765209,MCDONALDS,GAS,33.76,USD,COMPLETED,Purchase at MCDONALDS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000362,****-****-****-5089,2025-07-28,2025-07-28T09:57:20.765209,GOOGLE PLAY,SHOPPING,93.01,USD,DECLINED,Purchase at GOOGLE PLAY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000363,****-****-****-9482,2025-04-24,2025-04-24T09:57:20.765209,NETFLIX,HEALTHCARE,18.02,USD,COMPLETED,Purchase at NETFLIX,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000364,****-****-****-5264,2025-09-08,2025-09-08T09:57:20.765209,WALMART,SHOPPING,30.02,USD,COMPLETED,Purchase at WALMART,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000365,****-****-****-9047,2025-06-11,2025-06-11T09:57:20.765209,SAFEWAY,SHOPPING,40.05,USD,COMPLETED,Purchase at SAFEWAY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000366,****-****-****-3828,2025-05-22,2025-05-22T09:57:20.765209,SHELL,HEALTHCARE,13.45,USD,COMPLETED,Purchase at SHELL,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000367,****-****-****-6692,2025-08-09,2025-08-09T09:57:20.765209,SHELL,UTILITIES,25.13,USD,COMPLETED,Purchase at SHELL,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000368,****-****-****-5914,2025-09-05,2025-09-05T09:57:20.765209,DOMINOS,SHOPPING,20.34,USD,COMPLETED,Purchase at DOMINOS,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000369,****-****-****-9335,2025-10-14,2025-10-14T09:57:20.765209,NETFLIX,UTILITIES,22.15,USD,COMPLETED,Purchase at NETFLIX,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000370,****-****-****-9094,2025-06-08,2025-06-08T09:57:20.765209,TARGET,ENTERTAINMENT,9.27,USD,COMPLETED,Purchase at TARGET,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000371,****-****-****-8657,2025-09-06,2025-09-06T09:57:20.765209,KROGER,UTILITIES,20.58,USD,COMPLETED,Purchase at KROGER,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000372,****-****-****-2412,2025-09-06,2025-09-06T09:57:20.765209,TARGET,TRAVEL,33.05,USD,COMPLETED,Purchase at TARGET,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
TXN_000373,****-****-****-7730,2025-07-28,2025-07-28T09:57:20.765209,SUBWAY,EDUCATION,85.72,USD,COMPLETED,Purchase at SUBWAY,2025-10-15T09:57:20.769227,2025-10-15T09:57:20.769227
